eğitim düzeyi,Yaş Aralığı,Yıl,Adana-1,Adıyaman-2,Afyonkarahisar-3,Ağrı-4,Aksaray-68,Amasya-5,Ankara-6,Antalya-7,Ardahan-75,Artvin-8,Aydın-9,Balıkesir-10,Bartın-74,Batman-72,Bayburt-69,Bilecik-11,Bingöl-12,Bitlis-13,Bolu-14,Burdur-15,Bursa-16,Çanakkale-17,Çankırı-18,Çorum-19,Denizli-20,Diyarbakır-21,Düzce-81,Edirne-22,Elazığ-23,Erzincan-24,Erzurum-25,Eskişehir-26,Gaziantep-27,Giresun-28,Gümüşhane-29,Hakkari-30,Hatay-31,Iğdır-76,Isparta-32,İstanbul-34,İzmir-35,Kahramanmaraş-46,Karabük-78,Karaman-70,Kars-36,Kastamonu-37,Kayseri-38,Kilis-79,Kırıkkale-71,Kırklareli-39,Kırşehir-40,Kocaeli-41,Konya-42,Kütahya-43,Malatya-44,Manisa-45,Mardin-47,Mersin-33,Muğla-48,Muş-49,Nevşehir-50,Niğde-51,Ordu-52,Osmaniye-80,Rize-53,Sakarya-54,Samsun-55,Şanlıurfa-63,Siirt-56,Sinop-57,Şırnak-73,Sivas-58,Tekirdağ-59,Tokat-60,Trabzon-61,Tunceli-62,Uşak-64,Van-65,Yalova-77,Yozgat-66,Zonguldak-67
Yüksekokul Veya Fakülte,25--29,2017,50578,15214,13932,10494,7739,8039,182154,56365,2336,4944,23687,28582,3835,14547,2197,6707,8027,8371,8111,6283,74345,14620,4152,10333,23750,40308,9659,10735,15756,7741,19500,27199,39456,10969,5329,8426,32704,4561,11223,465078,115724,21696,7685,5670,6789,8013,32799,3186,6845,10339,6136,57439,48952,15441,20960,31482,17749,40538,21849,8452,6114,6514,15308,12327,9559,24379,30831,34008,8087,4831,13179,16431,25508,13292,22401,3807,7516,22851,6296,9094,13489
Yüksekokul Veya Fakülte,30--34,2017,40645,10447,10356,4856,5068,5921,147735,50114,1498,3622,18249,21826,2877,8769,1379,4616,4592,4408,5862,4524,64057,11099,2775,7604,18804,27684,6525,7880,11090,4763,13152,21021,26712,7231,2708,3797,24813,2964,8492,388588,98254,16379,4877,4180,4083,5592,26307,1929,5155,7165,4129,46949,34948,9257,16103,23447,10630,32603,19673,4164,4873,4782,10342,8786,7075,17912,22575,18926,4428,3235,5736,11020,20133,9017,15911,2495,5936,13310,5018,5726,9528
Yüksekokul Veya Fakülte,35--39,2017,32981,7632,7867,2688,4314,4853,123940,44515,868,2375,15754,17995,2340,5514,867,2968,2786,2719,4728,3596,50560,9088,2044,6387,16100,17599,4971,5923,8196,3434,8642,16707,19941,5361,1596,1997,19386,1822,6885,303000,85927,12775,3585,3267,2583,4255,22432,1206,3901,5297,3359,34612,28065,6871,13278,17903,5981,27369,17181,2477,3639,3997,8348,7391,5038,13416,19416,11236,2598,2492,2268,7888,15387,7201,12559,1524,4643,7474,4138,4018,7796
Yüksekokul Veya Fakülte,40--44,2017,25976,4511,5500,1291,3024,3681,102421,35531,546,1564,12786,14989,1864,3152,556,2125,1545,1457,3445,2963,36523,6984,1630,4789,12286,10324,3596,4497,5789,2362,5737,13509,13710,3984,1034,975,14157,1047,5711,216779,68862,8209,2902,2311,1495,3066,16828,957,3214,3942,2600,22819,21332,5143,9576,12761,3242,21348,14407,1304,2834,3123,6676,5388,3363,9803,15298,6846,1377,1799,1096,5473,10445,5304,9855,932,3714,4114,3427,2542,5817
Yüksekokul Veya Fakülte,45--49,2017,17544,2661,4166,741,1982,2804,83059,25862,331,1298,10412,11753,1434,1887,354,1498,985,921,2393,2050,25175,4973,1183,3421,8613,6156,2330,3397,4181,1603,4043,10123,8299,2844,740,511,9018,618,4181,148345,52701,5466,2161,1569,929,2289,11109,626,2534,2794,2047,14043,15288,3372,6495,8936,1936,14995,10690,829,2017,2146,4903,3813,2394,6180,11059,3794,853,1437,566,3967,6936,3806,6882,642,2466,2475,2726,1906,4461
Yüksekokul Veya Fakülte,50--54,2017,12310,1639,2959,529,1236,1982,66021,18754,202,911,8276,9568,871,1145,265,974,675,597,1704,1611,17422,4082,919,2458,6319,3712,1558,2585,2932,965,2635,7584,4932,2267,626,334,5757,410,3189,101667,42119,3434,1448,1024,637,1744,6985,337,1793,2078,1381,9001,10692,2452,4267,6715,1245,11548,8909,577,1264,1354,3648,2516,1500,4230,7993,2136,550,1119,321,2681,4663,2793,5224,381,1749,1588,1802,1463,3105
Yüksekokul Veya Fakülte,55--59,2017,8467,1005,2243,295,697,1488,50502,13796,113,654,6889,8154,591,614,144,633,381,367,1339,1317,12253,3427,723,1816,4524,2251,1150,2126,2026,663,1769,5410,3142,2083,433,177,4175,257,2650,70842,33710,2394,935,659,397,1291,4784,222,1188,1800,960,6131,7322,1856,2971,5217,802,8428,7433,340,809,1023,2733,1739,1220,3038,5756,1417,327,911,174,1835,3239,2238,3868,249,1420,1083,1469,1033,2218
Yüksekokul Veya Fakülte,60--64,2017,7490,841,2094,217,608,1456,41006,12190,127,677,6679,7424,509,420,113,577,297,248,1350,1358,10572,2949,682,1713,4250,1690,1084,2041,1894,597,1466,4766,2762,1937,370,102,4312,250,2191,58409,28999,2425,777,574,323,1230,4293,213,1032,1665,920,5504,5965,1695,2724,4624,648,8275,6801,206,757,1025,2432,1679,1134,2787,4993,1282,248,910,142,1711,2865,2053,3710,229,1457,765,1227,883,2035
Yüksekokul Veya Fakülte,65+,2017,9848,530,1723,131,689,1253,53674,14322,152,808,7493,8804,454,253,104,574,185,122,1440,1047,12939,3495,556,1548,4388,1156,1161,2251,1742,517,1226,5232,3131,1737,336,43,3922,154,2209,91132,43165,2018,677,637,264,1309,4362,326,698,1949,788,6117,6672,1460,2252,4154,391,9587,9216,120,805,1298,2583,1802,929,2985,5139,921,165,1140,86,1559,3520,1825,3971,192,1408,433,1842,621,1838
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),22--24,2017,322,67,128,32,65,64,1331,343,29,29,183,202,33,69,19,41,28,33,59,67,388,83,17,55,145,195,67,50,103,49,226,193,227,84,45,17,162,19,112,2300,804,150,49,42,43,60,254,27,59,66,41,237,519,81,126,196,92,255,125,43,62,43,108,82,50,144,236,152,32,32,40,111,121,96,189,15,45,101,34,64,95
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),25--29,2017,2630,654,1000,519,437,384,17544,2984,187,306,1437,1416,237,694,164,302,380,383,639,404,3894,855,255,592,1473,1926,630,847,1134,461,1852,1973,2228,577,296,235,1444,234,996,35765,8534,1241,430,331,436,515,2322,143,492,556,367,2886,3775,830,1190,1360,767,1904,1036,388,358,357,771,544,587,1443,1802,1662,344,270,462,1107,1348,811,1612,146,377,1257,366,546,813
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),30--34,2017,3861,930,1449,539,717,593,28592,4474,203,380,1858,1996,346,865,222,481,543,488,832,565,5989,1333,373,823,2071,2802,734,1016,1704,614,2056,3133,3130,711,355,279,2121,310,1141,62684,12885,1724,582,494,491,718,3381,200,570,764,484,4888,5172,1258,1713,1985,1105,2807,1748,509,537,584,1080,667,784,2197,2546,2263,434,371,494,1338,1936,1052,2100,256,636,1591,608,717,1020
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),35--39,2017,4476,962,1178,303,697,557,26553,4959,123,261,1873,2058,281,829,112,387,381,278,727,494,5924,1259,313,822,1858,2560,606,853,1610,441,1574,2759,2878,598,206,195,2375,218,1099,57687,12360,1918,445,400,319,565,3086,173,557,664,481,4666,4637,1065,1886,2026,843,3125,1940,324,489,628,916,832,614,2035,2464,1603,310,280,284,1052,1745,961,1608,182,646,1160,531,529,967
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),40--44,2017,2836,446,622,129,368,322,17858,3142,39,140,1175,1312,178,318,38,188,157,133,376,297,3670,785,190,476,1129,1219,365,522,775,243,711,1833,1603,410,98,74,1132,98,689,37069,7494,1087,351,210,151,314,1706,83,378,341,270,2769,2894,595,1062,1062,318,1956,1277,97,241,376,565,525,327,1211,1570,762,143,145,110,565,1093,597,1089,76,381,499,434,238,570
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),45--49,2017,2139,250,379,53,204,224,13585,2483,26,82,900,974,136,153,28,128,67,57,235,183,2675,524,90,309,850,700,198,351,520,167,403,1274,1080,255,64,36,787,72,447,26365,5958,670,226,150,74,183,1194,59,252,243,156,1762,1937,326,645,721,155,1427,1039,61,168,221,421,280,249,736,1022,406,65,93,59,374,697,341,804,54,224,281,339,153,375
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),50--54,2017,1478,129,210,32,87,123,9256,1803,11,57,653,699,64,101,13,71,33,31,137,122,1817,347,69,158,490,345,107,265,307,78,226,791,560,178,31,11,462,32,238,16521,4355,352,117,77,41,108,735,31,173,185,80,1001,1033,209,317,531,90,984,778,26,104,100,301,167,139,441,612,217,48,58,13,219,439,220,430,22,151,137,209,93,207
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),55--59,2017,737,52,109,21,36,65,5301,1036,4,27,398,422,24,63,8,33,15,19,72,68,955,233,38,92,264,163,65,168,141,45,140,443,259,119,26,8,270,16,147,9816,2667,178,47,39,20,55,302,11,69,109,38,496,583,107,166,304,53,480,565,16,44,58,152,101,60,238,347,94,24,45,7,91,235,108,237,16,76,78,129,39,97
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),60--64,2017,440,30,83,17,22,37,3654,730,8,34,265,347,24,26,4,20,9,7,61,41,571,174,21,55,153,102,49,105,85,36,105,226,163,104,16,6,194,20,94,6700,1741,142,20,23,15,48,218,3,45,66,30,319,411,69,95,204,23,343,428,9,27,55,101,56,74,158,247,88,22,38,7,53,151,88,166,13,42,32,81,26,94
Yüksek Lisans (5 Veya 6 Yıllık Fakülteler Dahil),65+,2017,483,17,68,12,15,37,5641,859,7,35,315,448,22,22,8,19,3,5,52,33,769,184,36,37,173,67,49,92,63,43,71,234,174,74,11,4,190,10,93,10644,2661,106,22,17,11,36,180,11,27,72,17,396,369,75,83,171,27,468,684,5,34,44,79,53,53,144,267,50,11,34,6,54,179,62,158,13,46,19,98,27,100
Doktora,25--29,2017,35,8,25,12,25,33,428,61,8,26,30,44,16,10,18,18,19,22,28,31,52,20,7,19,41,17,15,20,40,24,63,61,46,26,25,8,30,5,47,895,130,31,26,23,23,28,54,7,12,13,19,48,88,38,46,25,14,43,26,24,20,10,22,10,17,28,43,40,13,17,10,45,31,41,58,4,12,36,7,32,32
Doktora,30--34,2017,276,119,167,73,133,103,3999,494,54,88,199,188,98,71,74,83,86,89,115,160,454,176,83,140,201,158,148,170,234,165,392,464,269,159,98,41,173,45,248,5382,1153,146,149,87,128,157,365,53,70,116,140,379,548,132,212,176,72,191,183,81,147,105,119,58,161,265,267,153,83,93,52,231,199,214,411,47,156,125,83,125,187
Doktora,35--39,2017,601,213,314,92,182,121,5803,860,49,106,390,388,93,107,53,87,108,104,275,134,743,380,109,183,462,364,245,303,353,207,530,767,558,214,110,40,324,60,451,9016,2338,269,181,107,163,155,591,48,114,170,192,770,1085,314,343,295,109,403,416,107,178,182,235,85,187,505,505,351,87,127,51,356,347,284,545,64,195,356,119,149,303
Doktora,40--44,2017,788,161,255,63,140,77,5639,946,28,53,477,369,57,89,24,59,56,47,227,121,906,322,72,154,474,382,183,280,350,96,488,803,487,148,73,22,378,37,406,8735,2374,289,139,62,108,130,641,35,128,105,113,731,1134,245,365,332,92,541,389,52,131,176,199,103,154,423,552,267,78,77,29,274,359,242,436,27,136,282,91,118,196
Doktora,45--49,2017,738,114,266,33,118,73,5020,881,17,38,400,388,40,75,11,56,37,26,211,116,926,370,63,129,427,345,117,260,328,88,419,723,403,129,25,13,379,24,378,7826,2415,313,120,59,89,86,539,32,91,57,64,672,981,207,329,319,49,593,390,33,64,166,191,81,105,406,506,225,45,49,25,289,281,189,424,19,128,205,95,84,160
Doktora,50--54,2017,629,79,143,42,52,61,4418,662,4,17,313,250,34,34,9,35,32,24,94,78,741,218,22,77,292,243,76,209,264,46,307,533,316,95,34,12,249,22,227,6649,2123,227,64,37,46,53,370,22,45,54,56,438,749,109,214,234,28,386,303,23,42,104,117,54,56,302,387,176,37,30,8,227,203,127,322,11,74,178,61,36,94
Doktora,55--59,2017,344,29,55,24,20,24,3073,367,13,7,157,128,12,21,6,14,16,12,58,15,445,95,12,33,132,147,45,119,128,27,187,315,144,39,5,5,106,13,122,4749,1419,89,26,19,25,30,190,13,24,29,16,207,395,53,121,141,17,218,194,10,21,35,49,26,43,171,227,85,11,9,13,105,112,55,162,8,34,72,25,32,54
Doktora,60--64,2017,222,14,35,16,12,19,2066,229,3,12,86,99,7,18,4,9,3,5,36,13,245,73,9,25,81,82,26,63,78,31,108,206,74,29,6,3,71,5,66,3107,936,47,14,3,5,22,135,5,16,28,20,111,246,28,63,63,14,75,135,8,17,20,30,13,18,86,123,50,8,11,9,77,45,24,89,3,12,42,21,14,27
Doktora,65+,2017,293,16,34,9,21,20,3533,357,7,13,120,162,9,8,6,5,7,6,28,15,363,78,8,19,67,56,26,68,57,19,97,243,81,32,9,4,64,10,64,6003,1739,52,15,5,6,29,120,7,14,18,7,156,279,30,35,69,7,161,273,8,13,19,38,17,18,84,129,41,10,12,5,52,65,38,132,4,15,30,33,15,44
Okuma Yazma Bilmeyen,6--13,2017,157,38,42,18,38,35,356,475,3,10,82,95,18,23,3,17,14,31,24,40,253,64,13,46,128,107,56,36,32,20,27,102,73,40,12,10,166,17,61,915,458,72,12,23,12,18,64,4,10,21,8,148,167,33,45,71,36,255,107,14,26,40,17,112,11,70,111,69,19,25,12,16,107,76,63,6,20,44,16,38,27
Okuma Yazma Bilmeyen,14--17,2017,10,2,8,4,1,,3,7,,,,6,,18,,,14,23,,,7,,1,,10,45,3,2,1,,16,3,3,5,,57,6,15,1,68,6,2,2,2,4,,16,,,,,16,11,5,7,1,50,8,1,10,6,3,3,9,,13,2,107,13,4,40,1,8,13,1,,2,133,6,76,5
Okuma Yazma Bilmeyen,18--21,2017,327,42,28,62,8,5,71,42,7,1,14,48,1,174,4,4,104,161,,,97,12,5,8,37,540,7,29,11,2,85,25,49,2,1,230,46,89,1,746,114,19,8,4,88,7,51,21,3,19,6,129,61,15,59,24,362,72,17,53,17,9,6,70,6,62,15,1449,262,11,284,6,78,15,5,,10,1317,9,70,6
Okuma Yazma Bilmeyen,22--24,2017,806,89,79,654,49,22,470,198,23,8,98,119,9,472,7,22,186,451,13,18,392,50,21,43,93,1786,37,87,113,18,334,81,281,31,10,408,212,161,26,2538,412,229,19,19,148,38,147,29,24,48,28,290,227,35,92,156,957,407,67,521,26,37,61,165,21,132,97,3941,492,18,866,47,219,61,87,8,21,2066,30,62,50
Okuma Yazma Bilmeyen,25--29,2017,2438,287,226,2624,155,85,1727,751,65,57,398,403,78,1640,35,74,477,1055,56,62,1531,208,66,156,271,6528,145,235,402,118,1086,318,1223,149,54,959,792,525,112,9784,1585,822,74,43,517,162,435,69,81,150,89,886,825,144,429,647,2975,1446,330,1963,95,162,291,496,90,362,354,11852,1277,99,2568,206,549,194,270,19,75,5090,129,207,258
Okuma Yazma Bilmeyen,30--34,2017,2877,421,294,2532,174,113,1882,827,85,64,474,472,129,1879,47,91,555,1016,99,91,1666,229,100,252,378,7632,173,294,533,123,1319,382,1348,246,61,1232,905,698,147,10708,1813,944,98,102,566,230,553,78,86,171,104,904,942,194,557,761,3507,1549,398,1929,134,214,438,611,152,495,433,12365,1627,139,2897,307,587,244,336,56,98,4838,130,209,376
Okuma Yazma Bilmeyen,35--39,2017,2844,513,300,2825,229,155,1959,872,112,82,443,503,148,2442,43,98,646,1163,100,123,1667,246,92,268,370,8423,212,343,592,189,1626,345,1481,278,74,1797,923,841,180,10378,1825,1108,124,92,644,248,538,103,88,208,130,929,932,176,749,822,4276,1640,370,2061,132,228,543,671,184,548,529,13159,1976,141,3760,360,549,254,404,57,101,5137,121,236,411
Okuma Yazma Bilmeyen,40--44,2017,2684,677,247,2282,236,121,1686,738,80,73,417,562,137,1750,60,76,653,958,104,116,1578,209,106,277,337,6928,183,356,737,217,1517,376,1662,269,78,1211,870,765,163,8806,1734,1144,107,88,563,294,626,86,87,204,123,900,810,157,855,806,4169,1359,333,1780,124,227,611,615,151,506,506,11003,1321,111,2728,426,451,256,395,50,86,3956,124,220,440
Okuma Yazma Bilmeyen,45--49,2017,3156,1112,363,2215,335,137,2469,841,136,112,511,619,173,1950,58,85,744,1074,132,170,1956,233,115,381,376,7313,239,441,903,260,1673,395,2382,411,96,1064,1135,693,229,11160,2110,1892,157,112,658,351,734,114,100,260,114,1086,1122,198,1201,965,4328,1582,417,1736,127,308,796,794,234,566,657,10157,1446,138,2633,604,570,359,489,95,128,3874,146,293,606
Okuma Yazma Bilmeyen,50--54,2017,4253,1987,628,2764,598,284,4067,1118,250,164,726,910,258,2217,116,125,1175,1394,223,212,3320,275,241,693,600,8386,415,538,1443,438,2402,598,3983,780,174,1482,1944,912,372,18329,3356,2793,282,125,1004,614,1366,232,172,325,152,1921,1876,311,1847,1413,4785,2288,596,2109,271,525,1672,1273,371,959,1293,11974,1799,258,2686,1126,882,647,1034,140,242,5284,220,618,1245
Okuma Yazma Bilmeyen,55--59,2017,5583,2805,979,2888,964,422,6241,1576,373,268,1086,1344,509,2105,209,185,1374,1445,384,378,4640,349,371,1298,867,8652,789,746,1941,759,3012,903,5216,1373,299,1308,2905,1092,716,24241,4421,3979,541,220,1324,1091,2027,269,324,375,313,2921,2989,525,2670,1950,4565,2852,826,2239,431,672,2792,1782,760,1652,2034,11815,1555,431,2105,1843,1138,953,1730,281,419,5123,309,862,2657
Okuma Yazma Bilmeyen,60--64,2017,8060,4383,1650,3941,1467,781,10414,2078,633,460,1568,1948,851,2892,413,248,1988,2140,777,607,7142,510,767,2407,1336,9946,1250,978,2981,1224,4247,1253,7557,2610,579,1458,4028,1445,1087,34641,6093,6493,1025,442,1846,2138,3308,459,654,486,649,4495,4817,905,4425,2973,5444,3761,1154,3009,697,992,5171,2886,1185,2587,3783,11306,2108,894,2661,3182,1552,1832,3092,531,824,6178,470,1824,4343
Okuma Yazma Bilmeyen,65+,2017,40526,22872,13006,11689,10967,7767,65659,15475,3910,4200,14549,17791,5737,13371,2493,2904,8884,7794,7212,4619,42815,4842,5758,17863,9131,41212,7223,6258,12850,7244,20903,10355,37638,14354,4291,4683,16952,5038,7236,150110,35731,31663,7952,3917,8482,15459,22653,3358,7028,4448,5694,23405,30227,8844,28348,20112,24308,19113,9527,9738,5891,7796,30093,14024,7949,16955,21211,40296,8482,6218,9753,22297,7401,11101,22674,3831,5148,19044,2859,11879,19277
